BALANCE,PURCHASES,CREDIT_LIMIT
0.002147794538759056,0.0019453677917648953,0.0317195325542571
0.16816909701674723,0.0,0.2320534223706177
0.13102613595644605,0.015766247542545745,0.24874791318864775
0.08752079058547796,0.030567152199744003,0.24874791318864775
0.042940103199039056,0.00032626713488719417,0.03839732888146912
0.09503836488390284,0.02718784035014989,0.05843071786310518
0.03293894039701826,0.14459771975977767,0.4490818030050084
0.09576429522130202,0.008894857764862131,0.07512520868113524
0.05329617645758494,0.017567242127123055,0.2320534223706177
0.007993744020733525,0.02613399750446425,0.36560934891485813
0.06790503229946566,0.018762807259525317,0.03839732888146912
0.03312451579410238,0.03042808083349834,0.06510851419031721
0.07965749003088701,0.06562027358722762,0.0984974958263773
0.04840028685901659,0.04359601848058619,0.24874791318864775
0.1456048185157983,0.0,0.0984974958263773
0.36161125485188933,0.03286529633110568,0.26544240400667785
0.1088094983645385,0.0,0.0984974958263773
0.0021577057201226397,0.010583290187903362,0.08180300500834727
0.1044508614865637,0.010284551842522274,0.43238731218697835
0.1878876699724019,0.008128945665714442,0.13188647746243742
0.10590085660753604,0.003602804836991842,0.06510851419031721
0.3344790722354541,0.12969016653286317,0.3739565943238732
0.0069496023243765135,0.016637584709653857,0.05843071786310518
0.1995548877106947,0.08663106140612571,0.2988313856427379
0.2819163029290063,0.0,0.1986644407345576
0.008915635333170626,0.008148521693807675,0.0984974958263773
0.08485824093063786,0.002079952984905863,0.05509181969949917
0.006600530506248651,0.004756974826655291,0.0317195325542571
0.3756137334958298,0.007892605909880532,0.3489148580968281
0.001158605758734762,0.0020391695930449634,0.22871452420701172
0.6373014575177256,0.061950176153665305,0.43238731218697835
0.06103370620016116,0.02748209252242628,0.1986644407345576
0.3535563763707657,0.006626281592599609,0.3489148580968281
0.006598725971775948,0.012985228051551024,0.03839732888146912
0.18469127895690743,0.011159967348816476,0.36560934891485813
0.08697887566071463,0.0,0.05843071786310518
0.39001328051041606,0.0,0.2988313856427379
0.2125427389632983,0.04854345174723188,0.16527545909849753
0.32922189397754403,0.004159905969811726,0.2988313856427379
0.07412655353803192,0.01964209718804631,0.24874791318864775
0.03483920509792268,0.0,0.05843071786310518
0.041216407659221486,0.031129759090465108,0.0984974958263773
0.21554801930717035,0.0041562354645442445,0.14858096828046746
0.07145578302193481,0.0,0.048414023372287146
0.27915280757165273,0.031106308640145092,0.2821368948247079
0.1177490611085487,0.008911171121606491,0.07846410684474125
0.024914335812090002,0.0022377847114075427,0.05509181969949917
0.2053291386123276,0.0,0.13856427378964944
0.012070866274261884,0.0487483882913329,0.10851419031719534
0.0453606862271342,0.010348785684703191,0.13188647746243742
0.2589558355342871,0.01838148254562591,0.3989983305509182
0.056654976363308046,0.0633743321974479,0.08180300500834727
0.08221759738117455,0.0,0.11519198664440736
0.024401132961141464,0.04035965241946453,0.0984974958263773
0.000349759414868218,0.006321425738439387,0.0317195325542571
0.06889599526182306,0.026180898405104288,0.1986644407345576
0.19036873226426812,0.006388106584131957,0.13188647746243742
0.12531183457397477,0.10639612052063263,0.24874791318864775
0.2085338376595838,0.0,0.13188647746243742
0.28849782522403705,0.004669698368072967,0.1986644407345576
0.09867669801799732,0.002304261640140809,0.21535893155258767
0.0816983868545669,0.001349930270595766,0.05175292153589316
0.042513106515988094,0.0,0.13689482470784642
0.000375587037686292,0.017129024581577695,0.05175292153589316
0.10102782159245079,0.03849218090615395,0.06010016694490818
0.09231986531321024,0.008408107983002297,0.05843071786310518
0.042526994825374,0.0,0.048414023372287146
0.08277548493560928,0.0,0.08180300500834727
0.2095517798406441,0.005373211877673479,0.1986644407345576
0.08924135486624324,0.027807951823394864,0.05509181969949917
0.2881711807488944,0.008546159764451442,0.20701168614357265
0.15703410320614714,0.09223714645132493,0.2320534223706177
0.03444878626141762,0.0,0.2320534223706177
0.09499339687627627,0.014557631724747994,0.07345575959933223
0.02795413767130622,0.016148999675160286,0.1986644407345576
0.30774515479868464,0.011457482192441738,0.1986644407345576
0.0907223587937807,0.01235961082040483,0.36560934891485813
0.030394657749105828,0.0065253426977438835,0.048414023372287146
0.06331501890831172,0.0,0.03839732888146912
0.34625703232818367,0.007925436540328555,0.2320534223706177
0.0009114864624500217,0.004992906748570594,0.16527545909849753
0.004284205082210986,0.0,0.31552587646076796
0.00019882804444605164,0.0027131151435463245,0.3989983305509182
0.002229907106237009,0.008075111588458056,0.03839732888146912
0.10163043659542643,0.10023742051571824,0.2988313856427379
0.007084819635949759,0.025444758182015054,0.5492487479131887
0.37125972505658233,0.03270379409933652,0.36560934891485813
0.4296167412332267,0.04604465332791459,0.4490818030050084
0.2120084168520591,0.0009176263168702336,0.14858096828046746
0.3208644018814512,0.0,0.21535893155258767
0.49263177203915703,0.10399907666400827,0.2988313856427379
0.10381729270996809,0.021045045868061243,0.13188647746243742
0.06939381740233476,0.0009308809192250259,0.05843071786310518
0.06867133990963305,0.008270871869390373,0.07846410684474125
0.1223267772095652,0.004350364409802125,0.07846410684474125
0.05985268018760874,0.0,0.03839732888146912
0.08506768476718998,0.01507843563881168,0.1986644407345576
0.18409104675442745,0.0,0.13188647746243742
0.00024723030739739576,0.0016109439785055213,0.2320534223706177
0.0,0.0,0.0984974958263773
0.0002560441906483718,0.0004078339186089927,0.048414023372287146
0.0012284955511031057,0.027452932397245736,0.06510851419031721
0.18588332489662882,0.05758207096840368,0.1886477462437396
3.278031076826866e-05,0.007951945745038139,0.14858096828046746
0.045269448483181124,0.0,0.13188647746243742
0.12821116557584927,0.016476490311803305,0.13188647746243742
0.021459506987906937,0.019201636555948594,0.08180300500834727
